Order No;Item ID;Sales Date;Deilvery Date;Customer Id;City Id;Qty;Price;cost;DISC2;Dis Per;Gross Sales;Discount;Net Sales;Month Year;Sales Date time;Sales Date 1;Custom;COGS Amount
4716;27;21/12/2018 00:00;30/12/2018;1092;8;1;1067;533;49.5;45;1067;480.15;586.85;201812;12/21/2018;21/12/2018 00:00;4YOP;533
7415;12;17/12/2018 00:00;19/12/2018;610;74;1;1067;533;49.5;45;1067;480.15;586.85;201812;12/17/2018;17/12/2018 00:00;4YOP;533
19038;25;15/12/2018 00:00;22/12/2018;2154;94;1;1067;533;14.3;13;1067;138.71;928.29;201812;12/15/2018;15/12/2018 00:00;4YOP;533
23620;34;15/12/2018 00:00;21/12/2018;2087;42;1;1067;533;49.5;45;1067;480.15;586.85;201812;12/15/2018;15/12/2018 00:00;4YOP;533
8916;26;11/12/2018 00:00;16/12/2018;900;7;1;1067;533;37.4;34;1067;362.78;704.22;201812;12/11/2018;11/12/2018 00:00;4YOP;533
24025;53;11/12/2018 00:00;18/12/2018;1419;13;1;1067;533;13.2;12;1067;128.04;938.96;201812;12/11/2018;11/12/2018 00:00;4YOP;533
6280;22;9/12/2018 00:00;17/12/2018;2947;42;1;1067;533;3.3;3;1067;32.01;1034.99;201812;12/9/2018;9/12/2018 00:00;4YOP;533
17962;35;9/12/2018 00:00;12/12/2018;342;8;1;1067;533;46.2;42;1067;448.14;618.86;201812;12/9/2018;9/12/2018 00:00;4YOP;533
4495;9;3/12/2018 00:00;11/12/2018;3852;82;1;1067;533;9.9;9;1067;96.03;970.97;201812;12/3/2018;3/12/2018 00:00;4YOP;533
3076;25;2/12/2018 00:00;7/12/2018;2305;28;1;1067;533;8.8;8;1067;85.36;981.64;201812;12/2/2018;2/12/2018 00:00;4YOP;533
19592;10;1/12/2018 00:00;9/12/2018;3401;29;1;1067;533;39.6;36;1067;384.12;682.88;201812;12/1/2018;1/12/2018 00:00;4YOP;533
12919;12;30/11/2018 00:00;8/12/2018;299;23;1;1067;533;49.5;45;1067;480.15;586.85;201811;11/30/2018;30/11/2018 00:00;4YOP;533
8723;17;28/11/2018 00:00;1/12/2018;2631;4;1;1067;533;33;30;1067;320.1;746.9;201811;11/28/2018;28/11/2018 00:00;4YOP;533
12217;35;28/11/2018 00:00;6/12/2018;4315;62;1;1067;533;4.4;4;1067;42.68;1024.32;201811;11/28/2018;28/11/2018 00:00;4YOP;533
16882;20;27/11/2018 00:00;6/12/2018;3670;37;1;1067;533;20.9;19;1067;202.73;864.27;201811;11/27/2018;27/11/2018 00:00;4YOP;533
26109;24;26/11/2018 00:00;27/11/2018;319;24;1;1067;533;40.7;37;1067;394.79;672.21;201811;11/26/2018;26/11/2018 00:00;4YOP;533
2879;20;21/11/2018 00:00;26/11/2018;1916;74;1;1067;533;7.7;7;1067;74.69;992.31;201811;11/21/2018;21/11/2018 00:00;4YOP;533
8516;18;20/11/2018 00:00;28/11/2018;2468;9;1;1067;533;40.7;37;1067;394.79;672.21;201811;11/20/2018;20/11/2018 00:00;4YOP;533
5024;27;18/11/2018 00:00;21/11/2018;2498;5;1;1067;533;28.6;26;1067;277.42;789.58;201811;11/18/2018;18/11/2018 00:00;4YOP;533
8074;20;17/11/2018 00:00;17/11/2018;235;13;1;1067;533;24.2;22;1067;234.74;832.26;201811;11/17/2018;17/11/2018 00:00;4YOP;533
25988;25;15/11/2018 00:00;18/11/2018;4674;19;1;1067;533;8.8;8;1067;85.36;981.64;201811;11/15/2018;15/11/2018 00:00;4YOP;533
23800;52;12/11/2018 00:00;13/11/2018;3787;92;1;1067;533;39.6;36;1067;384.12;682.88;201811;11/12/2018;12/11/2018 00:00;4YOP;533
20597;16;11/11/2018 00:00;19/11/2018;305;27;1;1067;533;37.4;34;1067;362.78;704.22;201811;11/11/2018;11/11/2018 00:00;4YOP;533
27552;22;11/11/2018 00:00;21/11/2018;374;7;1;1067;533;42.9;39;1067;416.13;650.87;201811;11/11/2018;11/11/2018 00:00;4YOP;533
19699;34;10/11/2018 00:00;14/11/2018;1514;4;1;1067;533;27.5;25;1067;266.75;800.25;201811;11/10/2018;10/11/2018 00:00;4YOP;533
20738;43;10/11/2018 00:00;13/11/2018;4023;46;1;1067;533;24.2;22;1067;234.74;832.26;201811;11/10/2018;10/11/2018 00:00;4YOP;533
1570;27;6/11/2018 00:00;11/11/2018;668;6;1;1067;533;38.5;35;1067;373.45;693.55;201811;11/6/2018;6/11/2018 00:00;4YOP;533
5479;19;31/10/2018 00:00;31/10/2018;2060;48;1;1067;533;49.5;45;1067;480.15;586.85;201810;10/31/2018;31/10/2018 00:00;4YOP;533
1043;18;30/10/2018 00:00;2/11/2018;1347;27;1;1067;533;45.1;41;1067;437.47;629.53;201810;10/30/2018;30/10/2018 00:00;4YOP;533
9602;21;30/10/2018 00:00;6/11/2018;3693;27;1;1067;533;15.4;14;1067;149.38;917.62;201810;10/30/2018;30/10/2018 00:00;4YOP;533
994;30;29/10/2018 00:00;31/10/2018;60;98;1;1067;533;24.2;22;1067;234.74;832.26;201810;10/29/2018;29/10/2018 00:00;4YOP;533
7704;1;29/10/2018 00:00;1/11/2018;2066;70;1;1067;533;12.1;11;1067;117.37;949.63;201810;10/29/2018;29/10/2018 00:00;4YOP;533
73;26;28/10/2018 00:00;30/10/2018;931;63;1;1067;533;28.6;26;1067;277.42;789.58;201810;10/28/2018;28/10/2018 00:00;4YOP;533
4355;3;26/10/2018 00:00;30/10/2018;1294;68;1;1067;533;26.4;24;1067;256.08;810.92;201810;10/26/2018;26/10/2018 00:00;4YOP;533
12941;14;23/10/2018 00:00;31/10/2018;4661;53;1;1067;533;39.6;36;1067;384.12;682.88;201810;10/23/2018;23/10/2018 00:00;4YOP;533
133;14;22/10/2018 00:00;23/10/2018;1938;8;1;1067;533;12.1;11;1067;117.37;949.63;201810;10/22/2018;22/10/2018 00:00;4YOP;533
4696;11;22/10/2018 00:00;29/10/2018;510;44;1;1067;533;33;30;1067;320.1;746.9;201810;10/22/2018;22/10/2018 00:00;4YOP;533
26180;16;19/10/2018 00:00;22/10/2018;6416;87;1;1067;533;5.5;5;1067;53.35;1013.65;201810;10/19/2018;19/10/2018 00:00;4YOP;533
23444;46;18/10/2018 00:00;23/10/2018;3388;38;1;1067;533;9.9;9;1067;96.03;970.97;201810;10/18/2018;18/10/2018 00:00;4YOP;533
15757;16;27/3/2019 00:00;5/4/2019;2103;60;1;860;516;25.3;23;860;197.8;662.2;201903;3/27/2019;27/3/2019 00:00;4YOP;516
1718;18;25/3/2019 00:00;3/4/2019;1938;8;1;860;516;27.5;25;860;215;645;201903;3/25/2019;25/3/2019 00:00;4YOP;516
3948;17;25/3/2019 00:00;2/4/2019;825;21;1;860;516;13.2;12;860;103.2;756.8;201903;3/25/2019;25/3/2019 00:00;4YOP;516
20947;44;23/3/2019 00:00;26/3/2019;2938;30;1;860;516;5.5;5;860;43;817;201903;3/23/2019;23/3/2019 00:00;4YOP;516
7050;12;22/3/2019 00:00;24/3/2019;2299;29;1;860;516;36.3;33;860;283.8;576.2;201903;3/22/2019;22/3/2019 00:00;4YOP;516
2561;12;19/3/2019 00:00;25/3/2019;3782;58;1;860;516;37.4;34;860;292.4;567.6;201903;3/19/2019;19/3/2019 00:00;4YOP;516
346;25;18/3/2019 00:00;25/3/2019;3294;68;1;860;516;13.2;12;860;103.2;756.8;201903;3/18/2019;18/3/2019 00:00;4YOP;516
23989;49;18/3/2019 00:00;22/3/2019;4928;83;1;860;516;4.4;4;860;34.4;825.6;201903;3/18/2019;18/3/2019 00:00;4YOP;516
3402;10;17/3/2019 00:00;19/3/2019;1325;4;1;860;516;8.8;8;860;68.8;791.2;201903;3/17/2019;17/3/2019 00:00;4YOP;516
24190;46;13/3/2019 00:00;18/3/2019;1388;74;1;860;516;11;10;860;86;774;201903;3/13/2019;13/3/2019 00:00;4YOP;516
708;6;12/3/2019 00:00;13/3/2019;1428;95;1;860;516;28.6;26;860;223.6;636.4;201903;3/12/2019;12/3/2019 00:00;4YOP;516
7720;19;11/3/2019 00:00;16/3/2019;1037;88;1;860;516;12.1;11;860;94.6;765.4;201903;3/11/2019;11/3/2019 00:00;4YOP;516
8358;23;11/3/2019 00:00;20/3/2019;928;92;1;860;516;5.5;5;860;43;817;201903;3/11/2019;11/3/2019 00:00;4YOP;516
18711;15;11/3/2019 00:00;19/3/2019;4508;44;1;860;516;6.6;6;860;51.6;808.4;201903;3/11/2019;11/3/2019 00:00;4YOP;516
19374;35;8/3/2019 00:00;18/3/2019;4613;93;1;860;516;24.2;22;860;189.2;670.8;201903;3/8/2019;8/3/2019 00:00;4YOP;516
1882;25;7/3/2019 00:00;17/3/2019;1407;58;1;860;516;20.9;19;860;163.4;696.6;201903;3/7/2019;7/3/2019 00:00;4YOP;516
7272;13;7/3/2019 00:00;13/3/2019;44;4;1;860;516;29.7;27;860;232.2;627.8;201903;3/7/2019;7/3/2019 00:00;4YOP;516
9529;16;6/3/2019 00:00;7/3/2019;3159;85;1;860;516;8.8;8;860;68.8;791.2;201903;3/6/2019;6/3/2019 00:00;4YOP;516
1735;18;3/3/2019 00:00;6/3/2019;956;72;1;860;516;9.9;9;860;77.4;782.6;201903;3/3/2019;3/3/2019 00:00;4YOP;516
2216;6;3/3/2019 00:00;3/3/2019;2442;32;1;860;516;46.2;42;860;361.2;498.8;201903;3/3/2019;3/3/2019 00:00;4YOP;516
26373;22;2/3/2019 00:00;9/3/2019;2769;3;1;860;516;29.7;27;860;232.2;627.8;201903;3/2/2019;2/3/2019 00:00;4YOP;516
15858;22;28/2/2019 00:00;2/3/2019;2051;9;1;860;516;15.4;14;860;120.4;739.6;201902;2/28/2019;28/2/2019 00:00;4YOP;516
9350;29;26/2/2019 00:00;27/2/2019;1143;83;1;860;516;14.3;13;860;111.8;748.2;201902;2/26/2019;26/2/2019 00:00;4YOP;516
23846;19;22/2/2019 00:00;1/3/2019;2181;91;1;860;516;27.5;25;860;215;645;201902;2/22/2019;22/2/2019 00:00;4YOP;516
15529;39;21/2/2019 00:00;28/2/2019;1686;50;1;860;516;2.2;2;860;17.2;842.8;201902;2/21/2019;21/2/2019 00:00;4YOP;516
27156;21;21/2/2019 00:00;21/2/2019;5439;87;1;860;516;33;30;860;258;602;201902;2/21/2019;21/2/2019 00:00;4YOP;516
20501;28;20/2/2019 00:00;25/2/2019;976;75;1;860;516;11;10;860;86;774;201902;2/20/2019;20/2/2019 00:00;4YOP;516
3587;8;19/2/2019 00:00;20/2/2019;480;6;1;860;516;16.5;15;860;129;731;201902;2/19/2019;19/2/2019 00:00;4YOP;516
27718;28;17/2/2019 00:00;26/2/2019;3123;4;1;860;516;33;30;860;258;602;201902;2/17/2019;17/2/2019 00:00;4YOP;516
22591;40;14/2/2019 00:00;21/2/2019;1730;99;1;860;516;3.3;3;860;25.8;834.2;201902;2/14/2019;14/2/2019 00:00;4YOP;516
626;22;13/2/2019 00:00;18/2/2019;3418;73;1;860;516;23.1;21;860;180.6;679.4;201902;2/13/2019;13/2/2019 00:00;4YOP;516
11885;28;10/2/2019 00:00;14/2/2019;1931;55;1;860;516;25.3;23;860;197.8;662.2;201902;2/10/2019;10/2/2019 00:00;4YOP;516
6873;30;9/2/2019 00:00;15/2/2019;622;38;1;860;516;15.4;14;860;120.4;739.6;201902;2/9/2019;9/2/2019 00:00;4YOP;516
7849;3;9/2/2019 00:00;19/2/2019;3885;64;1;860;516;19.8;18;860;154.8;705.2;201902;2/9/2019;9/2/2019 00:00;4YOP;516
14873;19;8/2/2019 00:00;16/2/2019;4585;91;1;860;516;17.6;16;860;137.6;722.4;201902;2/8/2019;8/2/2019 00:00;4YOP;516
13334;32;6/2/2019 00:00;8/2/2019;361;87;1;860;516;44;40;860;344;516;201902;2/6/2019;6/2/2019 00:00;4YOP;516
22344;44;6/2/2019 00:00;7/2/2019;3389;67;1;860;516;40.7;37;860;318.2;541.8;201902;2/6/2019;6/2/2019 00:00;4YOP;516
26916;33;3/2/2019 00:00;9/2/2019;3932;7;1;860;516;16.5;15;860;129;731;201902;2/3/2019;3/2/2019 00:00;4YOP;516
18672;9;2/2/2019 00:00;5/2/2019;4667;98;1;860;516;24.2;22;860;189.2;670.8;201902;2/2/2019;2/2/2019 00:00;4YOP;516
257;25;30/1/2019 00:00;4/2/2019;650;15;1;860;516;28.6;26;860;223.6;636.4;201901;1/30/2019;30/1/2019 00:00;4YOP;516
22246;28;23/1/2019 00:00;26/1/2019;2789;55;1;860;516;23.1;21;860;180.6;679.4;201901;1/23/2019;23/1/2019 00:00;4YOP;516
1364;15;20/1/2019 00:00;28/1/2019;1226;75;1;860;516;3.3;3;860;25.8;834.2;201901;1/20/2019;20/1/2019 00:00;4YOP;516
1814;1;20/1/2019 00:00;22/1/2019;1597;89;1;860;516;16.5;15;860;129;731;201901;1/20/2019;20/1/2019 00:00;4YOP;516
22330;15;19/1/2019 00:00;22/1/2019;5992;12;1;860;516;4.4;4;860;34.4;825.6;201901;1/19/2019;19/1/2019 00:00;4YOP;516
14897;26;16/1/2019 00:00;20/1/2019;250;41;1;860;516;6.6;6;860;51.6;808.4;201901;1/16/2019;16/1/2019 00:00;4YOP;516
5067;25;13/1/2019 00:00;21/1/2019;3132;55;1;860;516;41.8;38;860;326.8;533.2;201901;1/13/2019;13/1/2019 00:00;4YOP;516
15819;27;12/1/2019 00:00;17/1/2019;803;43;1;860;516;33;30;860;258;602;201901;1/12/2019;12/1/2019 00:00;4YOP;516
5387;18;10/1/2019 00:00;15/1/2019;1350;62;1;860;516;37.4;34;860;292.4;567.6;201901;1/10/2019;10/1/2019 00:00;4YOP;516
45;28;8/1/2019 00:00;12/1/2019;2343;10;1;860;516;29.7;27;860;232.2;627.8;201901;1/8/2019;8/1/2019 00:00;4YOP;516
8419;9;7/1/2019 00:00;16/1/2019;2584;47;1;860;516;27.5;25;860;215;645;201901;1/7/2019;7/1/2019 00:00;4YOP;516
3089;22;6/1/2019 00:00;15/1/2019;304;24;1;860;516;19.8;18;860;154.8;705.2;201901;1/6/2019;6/1/2019 00:00;4YOP;516
1351;5;23/12/2018 00:00;31/12/2018;1181;76;1;860;516;20.9;19;860;163.4;696.6;201812;12/23/2018;23/12/2018 00:00;4YOP;516
8279;23;21/12/2018 00:00;21/12/2018;3965;36;1;860;516;1.1;1;860;8.6;851.4;201812;12/21/2018;21/12/2018 00:00;4YOP;516
2854;5;20/12/2018 00:00;21/12/2018;1738;66;1;860;516;24.2;22;860;189.2;670.8;201812;12/20/2018;20/12/2018 00:00;4YOP;516
13354;15;18/12/2018 00:00;19/12/2018;3429;99;1;860;516;13.2;12;860;103.2;756.8;201812;12/18/2018;18/12/2018 00:00;4YOP;516
1372;29;17/12/2018 00:00;26/12/2018;442;64;1;860;516;28.6;26;860;223.6;636.4;201812;12/17/2018;17/12/2018 00:00;4YOP;516
1104;16;15/12/2018 00:00;23/12/2018;2899;27;1;860;516;12.1;11;860;94.6;765.4;201812;12/15/2018;15/12/2018 00:00;4YOP;516
25700;16;14/12/2018 00:00;17/12/2018;6196;93;1;860;516;24.2;22;860;189.2;670.8;201812;12/14/2018;14/12/2018 00:00;4YOP;516
12633;11;13/12/2018 00:00;19/12/2018;3634;100;1;860;516;44;40;860;344;516;201812;12/13/2018;13/12/2018 00:00;4YOP;516
5319;10;12/12/2018 00:00;18/12/2018;3109;42;1;860;516;45.1;41;860;352.6;507.4;201812;12/12/2018;12/12/2018 00:00;4YOP;516
17325;27;12/12/2018 00:00;19/12/2018;3400;93;1;860;516;7.7;7;860;60.2;799.8;201812;12/12/2018;12/12/2018 00:00;4YOP;516
17650;21;12/12/2018 00:00;15/12/2018;3183;79;1;860;516;30.8;28;860;240.8;619.2;201812;12/12/2018;12/12/2018 00:00;4YOP;516
28132;55;12/12/2018 00:00;18/12/2018;5833;100;1;860;516;3.3;3;860;25.8;834.2;201812;12/12/2018;12/12/2018 00:00;4YOP;516
12151;6;11/12/2018 00:00;18/12/2018;3478;90;1;860;516;26.4;24;860;206.4;653.6;201812;12/11/2018;11/12/2018 00:00;4YOP;516
992;16;9/12/2018 00:00;11/12/2018;3167;26;1;860;516;45.1;41;860;352.6;507.4;201812;12/9/2018;9/12/2018 00:00;4YOP;516
9084;9;8/12/2018 00:00;14/12/2018;1275;30;1;860;516;14.3;13;860;111.8;748.2;201812;12/8/2018;8/12/2018 00:00;4YOP;516
23363;32;8/12/2018 00:00;13/12/2018;1507;60;1;860;516;27.5;25;860;215;645;201812;12/8/2018;8/12/2018 00:00;4YOP;516
2305;6;7/12/2018 00:00;11/12/2018;892;86;1;860;516;11;10;860;86;774;201812;12/7/2018;7/12/2018 00:00;4YOP;516
3225;5;4/12/2018 00:00;13/12/2018;922;85;1;860;516;1.1;1;860;8.6;851.4;201812;12/4/2018;4/12/2018 00:00;4YOP;516
9048;12;4/12/2018 00:00;14/12/2018;1180;26;1;860;516;16.5;15;860;129;731;201812;12/4/2018;4/12/2018 00:00;4YOP;516
9951;9;4/12/2018 00:00;13/12/2018;3405;2;1;860;516;25.3;23;860;197.8;662.2;201812;12/4/2018;4/12/2018 00:00;4YOP;516
23258;41;3/12/2018 00:00;9/12/2018;6415;18;1;860;516;15.4;14;860;120.4;739.6;201812;12/3/2018;3/12/2018 00:00;4YOP;516
814;17;2/12/2018 00:00;7/12/2018;2317;47;1;860;516;47.3;43;860;369.8;490.2;201812;12/2/2018;2/12/2018 00:00;4YOP;516
12193;15;29/11/2018 00:00;8/12/2018;534;63;1;860;516;6.6;6;860;51.6;808.4;201811;11/29/2018;29/11/2018 00:00;4YOP;516
20354;45;29/11/2018 00:00;1/12/2018;2242;82;1;860;516;28.6;26;860;223.6;636.4;201811;11/29/2018;29/11/2018 00:00;4YOP;516
7076;16;24/11/2018 00:00;3/12/2018;1463;2;1;860;516;11;10;860;86;774;201811;11/24/2018;24/11/2018 00:00;4YOP;516
11823;11;23/11/2018 00:00;25/11/2018;2915;16;1;860;516;47.3;43;860;369.8;490.2;201811;11/23/2018;23/11/2018 00:00;4YOP;516
28698;44;22/11/2018 00:00;23/11/2018;288;95;1;860;516;6.6;6;860;51.6;808.4;201811;11/22/2018;22/11/2018 00:00;4YOP;516
14366;31;21/11/2018 00:00;28/11/2018;361;87;1;860;516;38.5;35;860;301;559;201811;11/21/2018;21/11/2018 00:00;4YOP;516
19954;34;21/11/2018 00:00;23/11/2018;805;63;1;860;516;22;20;860;172;688;201811;11/21/2018;21/11/2018 00:00;4YOP;516
3147;18;19/11/2018 00:00;22/11/2018;1747;32;1;860;516;29.7;27;860;232.2;627.8;201811;11/19/2018;19/11/2018 00:00;4YOP;516
9765;25;16/11/2018 00:00;19/11/2018;736;5;1;860;516;34.1;31;860;266.6;593.4;201811;11/16/2018;16/11/2018 00:00;4YOP;516
5031;25;15/11/2018 00:00;16/11/2018;2805;54;1;860;516;6.6;6;860;51.6;808.4;201811;11/15/2018;15/11/2018 00:00;4YOP;516
408;9;8/11/2018 00:00;9/11/2018;3992;81;1;860;516;18.7;17;860;146.2;713.8;201811;11/8/2018;8/11/2018 00:00;4YOP;516
5651;2;8/11/2018 00:00;15/11/2018;337;26;1;860;516;33;30;860;258;602;201811;11/8/2018;8/11/2018 00:00;4YOP;516
4628;2;5/11/2018 00:00;13/11/2018;2988;28;1;860;516;25.3;23;860;197.8;662.2;201811;11/5/2018;5/11/2018 00:00;4YOP;516
5087;1;1/11/2018 00:00;3/11/2018;879;19;1;860;516;7.7;7;860;60.2;799.8;201811;11/1/2018;1/11/2018 00:00;4YOP;516
5601;8;30/10/2018 00:00;6/11/2018;1792;85;1;860;516;33;30;860;258;602;201810;10/30/2018;30/10/2018 00:00;4YOP;516
4232;24;29/10/2018 00:00;4/11/2018;232;46;1;860;516;44;40;860;344;516;201810;10/29/2018;29/10/2018 00:00;4YOP;516
6249;23;23/10/2018 00:00;27/10/2018;456;100;1;860;516;35.2;32;860;275.2;584.8;201810;10/23/2018;23/10/2018 00:00;4YOP;516
23449;30;22/10/2018 00:00;23/10/2018;2212;82;1;860;516;40.7;37;860;318.2;541.8;201810;10/22/2018;22/10/2018 00:00;4YOP;516
2080;21;21/10/2018 00:00;27/10/2018;2033;49;1;860;516;19.8;18;860;154.8;705.2;201810;10/21/2018;21/10/2018 00:00;4YOP;516
22542;20;21/10/2018 00:00;29/10/2018;1415;55;1;860;516;23.1;21;860;180.6;679.4;201810;10/21/2018;21/10/2018 00:00;4YOP;516
1820;7;19/10/2018 00:00;23/10/2018;3391;2;1;860;516;34.1;31;860;266.6;593.4;201810;10/19/2018;19/10/2018 00:00;4YOP;516
19281;36;18/10/2018 00:00;20/10/2018;336;77;1;860;516;44;40;860;344;516;201810;10/18/2018;18/10/2018 00:00;4YOP;516
1849;8;16/10/2018 00:00;23/10/2018;1411;78;1;860;516;28.6;26;860;223.6;636.4;201810;10/16/2018;16/10/2018 00:00;4YOP;516
2341;9;15/10/2018 00:00;17/10/2018;117;21;1;860;516;29.7;27;860;232.2;627.8;201810;10/15/2018;15/10/2018 00:00;4YOP;516
7694;28;15/10/2018 00:00;18/10/2018;1284;82;1;860;516;3.3;3;860;25.8;834.2;201810;10/15/2018;15/10/2018 00:00;4YOP;516
25450;32;15/10/2018 00:00;17/10/2018;1138;51;1;860;516;5.5;5;860;43;817;201810;10/15/2018;15/10/2018 00:00;4YOP;516
6819;19;13/10/2018 00:00;19/10/2018;2192;55;1;860;516;9.9;9;860;77.4;782.6;201810;10/13/2018;13/10/2018 00:00;4YOP;516
23448;52;29/3/2019 00:00;5/4/2019;3574;94;1;1367;820;26.4;24;1367;328.08;1038.92;201903;3/29/2019;29/3/2019 00:00;4YOP;820
28462;43;28/3/2019 00:00;1/4/2019;5706;72;1;1367;820;24.2;22;1367;300.74;1066.26;201903;3/28/2019;28/3/2019 00:00;4YOP;820
4318;24;27/3/2019 00:00;31/3/2019;1564;15;1;1367;820;9.9;9;1367;123.03;1243.97;201903;3/27/2019;27/3/2019 00:00;4YOP;820
7400;14;20/3/2019 00:00;28/3/2019;272;41;1;1367;820;9.9;9;1367;123.03;1243.97;201903;3/20/2019;20/3/2019 00:00;4YOP;820
13091;30;20/3/2019 00:00;29/3/2019;1442;78;1;1367;820;20.9;19;1367;259.73;1107.27;201903;3/20/2019;20/3/2019 00:00;4YOP;820
24293;12;20/3/2019 00:00;24/3/2019;2757;15;1;1367;820;26.4;24;1367;328.08;1038.92;201903;3/20/2019;20/3/2019 00:00;4YOP;820
1955;23;19/3/2019 00:00;24/3/2019;3904;96;1;1367;820;49.5;45;1367;615.15;751.85;201903;3/19/2019;19/3/2019 00:00;4YOP;820
22140;14;19/3/2019 00:00;25/3/2019;2706;10;1;1367;820;38.5;35;1367;478.45;888.55;201903;3/19/2019;19/3/2019 00:00;4YOP;820
7019;12;17/3/2019 00:00;23/3/2019;355;13;1;1367;820;11;10;1367;136.7;1230.3;201903;3/17/2019;17/3/2019 00:00;4YOP;820
9828;7;17/3/2019 00:00;18/3/2019;3539;21;1;1367;820;49.5;45;1367;615.15;751.85;201903;3/17/2019;17/3/2019 00:00;4YOP;820
10675;22;15/3/2019 00:00;24/3/2019;200;9;1;1367;820;17.6;16;1367;218.72;1148.28;201903;3/15/2019;15/3/2019 00:00;4YOP;820
19949;12;14/3/2019 00:00;20/3/2019;3583;88;1;1367;820;48.4;44;1367;601.48;765.52;201903;3/14/2019;14/3/2019 00:00;4YOP;820
12742;36;12/3/2019 00:00;16/3/2019;3282;92;1;1367;820;49.5;45;1367;615.15;751.85;201903;3/12/2019;12/3/2019 00:00;4YOP;820
6876;17;7/3/2019 00:00;9/3/2019;2372;41;1;1367;820;35.2;32;1367;437.44;929.56;201903;3/7/2019;7/3/2019 00:00;4YOP;820
5696;12;5/3/2019 00:00;11/3/2019;1786;57;1;1367;820;37.4;34;1367;464.78;902.22;201903;3/5/2019;5/3/2019 00:00;4YOP;820
7015;1;5/3/2019 00:00;5/3/2019;920;49;1;1367;820;11;10;1367;136.7;1230.3;201903;3/5/2019;5/3/2019 00:00;4YOP;820
7422;22;1/3/2019 00:00;3/3/2019;294;51;1;1367;820;22;20;1367;273.4;1093.6;201903;3/1/2019;1/3/2019 00:00;4YOP;820
4688;18;27/2/2019 00:00;9/3/2019;2585;23;1;1367;820;1.1;1;1367;13.67;1353.33;201902;2/27/2019;27/2/2019 00:00;4YOP;820
9019;17;26/2/2019 00:00;26/2/2019;39;17;1;1367;820;25.3;23;1367;314.41;1052.59;201902;2/26/2019;26/2/2019 00:00;4YOP;820
5748;16;22/2/2019 00:00;27/2/2019;540;63;1;1367;820;1.1;1;1367;13.67;1353.33;201902;2/22/2019;22/2/2019 00:00;4YOP;820
6444;24;21/2/2019 00:00;1/3/2019;331;11;1;1367;820;37.4;34;1367;464.78;902.22;201902;2/21/2019;21/2/2019 00:00;4YOP;820
3262;24;20/2/2019 00:00;24/2/2019;927;50;1;1367;820;28.6;26;1367;355.42;1011.58;201902;2/20/2019;20/2/2019 00:00;4YOP;820
4993;1;19/2/2019 00:00;24/2/2019;2872;26;1;1367;820;31.9;29;1367;396.43;970.57;201902;2/19/2019;19/2/2019 00:00;4YOP;820
21454;38;19/2/2019 00:00;21/2/2019;2535;43;1;1367;820;34.1;31;1367;423.77;943.23;201902;2/19/2019;19/2/2019 00:00;4YOP;820
2277;2;15/2/2019 00:00;21/2/2019;3466;39;1;1367;820;29.7;27;1367;369.09;997.91;201902;2/15/2019;15/2/2019 00:00;4YOP;820
8257;13;13/2/2019 00:00;16/2/2019;1811;66;1;1367;820;1.1;1;1367;13.67;1353.33;201902;2/13/2019;13/2/2019 00:00;4YOP;820
19948;32;13/2/2019 00:00;15/2/2019;4887;98;1;1367;820;47.3;43;1367;587.81;779.19;201902;2/13/2019;13/2/2019 00:00;4YOP;820
8883;14;12/2/2019 00:00;21/2/2019;134;63;1;1367;820;44;40;1367;546.8;820.2;201902;2/12/2019;12/2/2019 00:00;4YOP;820
7905;13;11/2/2019 00:00;12/2/2019;382;100;1;1367;820;5.5;5;1367;68.35;1298.65;201902;2/11/2019;11/2/2019 00:00;4YOP;820
6377;9;7/2/2019 00:00;10/2/2019;3786;96;1;1367;820;9.9;9;1367;123.03;1243.97;201902;2/7/2019;7/2/2019 00:00;4YOP;820
11017;9;5/2/2019 00:00;11/2/2019;2483;45;1;1367;820;18.7;17;1367;232.39;1134.61;201902;2/5/2019;5/2/2019 00:00;4YOP;820
4429;24;31/1/2019 00:00;9/2/2019;3085;4;1;1367;820;18.7;17;1367;232.39;1134.61;201901;1/31/2019;31/1/2019 00:00;4YOP;820
11889;26;28/1/2019 00:00;31/1/2019;3934;53;1;1367;820;35.2;32;1367;437.44;929.56;201901;1/28/2019;28/1/2019 00:00;4YOP;820
25430;27;27/1/2019 00:00;31/1/2019;1234;24;1;1367;820;1.1;1;1367;13.67;1353.33;201901;1/27/2019;27/1/2019 00:00;4YOP;820
4981;19;24/1/2019 00:00;31/1/2019;1221;92;1;1367;820;11;10;1367;136.7;1230.3;201901;1/24/2019;24/1/2019 00:00;4YOP;820
25253;37;24/1/2019 00:00;31/1/2019;5679;34;1;1367;820;11;10;1367;136.7;1230.3;201901;1/24/2019;24/1/2019 00:00;4YOP;820
9226;23;21/1/2019 00:00;23/1/2019;3190;87;1;1367;820;7.7;7;1367;95.69;1271.31;201901;1/21/2019;21/1/2019 00:00;4YOP;820
14318;36;14/1/2019 00:00;19/1/2019;1255;84;1;1367;820;8.8;8;1367;109.36;1257.64;201901;1/14/2019;14/1/2019 00:00;4YOP;820
1956;8;12/1/2019 00:00;13/1/2019;527;2;1;1367;820;30.8;28;1367;382.76;984.24;201901;1/12/2019;12/1/2019 00:00;4YOP;820
